dataset,table_name,column_name,data_type,ordinal_position
finance_dash,mart_billing_flat,space_id,STRING,11
finance_dash,mart_billing_flat,complex_name,STRING,12
finance_dash,mart_billing_flat,building_number,STRING,13
finance_dash,mart_billing_flat,section_name,STRING,14
finance_dash,mart_billing_flat,space_number,STRING,15
finance_dash,mart_billing_flat,property_kind_ua,STRING,16
finance_dash,mart_billing_flat,property_kind,STRING,17
finance_dash,mart_billing_flat,complex_type,STRING,18
finance_dash,mart_billing_flat,personal_account,STRING,19
finance_dash,mart_billing_flat,apartment_account_code,STRING,20
finance_dash,mart_billing_flat,iban,STRING,21
finance_dash,mart_billing_flat,llc_name,STRING,22
finance_dash,mart_billing_flat,okpo,STRING,23
finance_dash,mart_billing_flat,service_type_code,INT64,24
finance_dash,mart_billing_flat,service_name,STRING,25
finance_dash,mart_debt_aging,snapshot_month,DATE,1
finance_dash,mart_debt_aging,complex_name,STRING,2
finance_dash,mart_debt_aging,llc_name,STRING,3
finance_dash,mart_debt_aging,iban,STRING,4
finance_dash,mart_debt_aging,building_number,STRING,5
finance_dash,mart_debt_aging,property_kind_ua,STRING,6
finance_dash,mart_debt_aging,service_name,STRING,7
finance_dash,mart_debt_aging,aging_bucket,STRING,8
finance_dash,mart_debt_aging,aging_sort_order,INT64,9
finance_dash,mart_debt_aging,accounts_in_bucket,INT64,10
finance_dash,mart_debt_aging,debt_in_bucket,NUMERIC,11
finance_dash,mart_debt_alena,space_id,STRING,1
finance_dash,mart_debt_alena,snapshot_month,DATE,2
finance_dash,mart_debt_alena,saldo_poch,NUMERIC,3
finance_dash,mart_debt_alena,paid,NUMERIC,4
finance_dash,mart_debt_alena,overdue_debt,NUMERIC,5
finance_dash,mart_debt_alena,is_debtor,INT64,6
finance_dash,mart_debt_alena,is_overpaid,INT64,7
finance_dash,mart_debt_alena,debt_bucket,STRING,8
finance_dash,mart_debt_alena,complex_name,STRING,9
finance_dash,mart_debt_alena,complex_type,STRING,10
finance_dash,mart_debt_alena,building_number,STRING,11
finance_dash,mart_debt_alena,property_kind_ua,STRING,12
finance_dash,mart_debt_alena,personal_account,STRING,13
finance_dash,mart_debt_alena,space_number,STRING,14
finance_dash,mart_debt_alena,llc_name,STRING,15
finance_dash,mart_debt_alena,current_month_charges,NUMERIC,16
finance_dash,mart_debt_flat,billing_id,STRING,1
finance_dash,mart_debt_flat,snapshot_month,DATE,2
finance_dash,mart_debt_flat,snapshot_month_end,DATE,3
finance_dash,mart_debt_flat,debt_balance,NUMERIC,4
finance_dash,mart_debt_flat,paid_amount,NUMERIC,5
finance_dash,mart_debt_flat,prior_debt_carryover,NUMERIC,6
finance_dash,mart_debt_flat,is_debtor,BOOL,7
finance_dash,mart_debt_flat,debt_bucket,STRING,8
finance_dash,mart_debt_flat,space_id,STRING,9
finance_dash,mart_debt_flat,okpo,STRING,10
finance_dash,mart_debt_flat,service_type_code,INT64,11
finance_dash,mart_debt_flat,synced_at,TIMESTAMP,12
finance_dash,mart_debt_flat,personal_account,STRING,13
finance_dash,mart_debt_flat,space_number,STRING,14
finance_dash,mart_debt_flat,property_kind,STRING,15
finance_dash,mart_debt_flat,property_kind_ua,STRING,16
finance_dash,mart_debt_flat,complex_name,STRING,17
finance_dash,mart_debt_flat,building_number,STRING,18
finance_dash,mart_debt_flat,complex_type,STRING,19
finance_dash,mart_debt_flat,overdue_debt_on_1st,NUMERIC,20
finance_dash,mart_debt_flat,current_month_charges,NUMERIC,21
finance_dash,mart_debt_flat,total_debt,NUMERIC,22
finance_dash,mart_debt_flat,overdue_debt_alena,NUMERIC,23
finance_dash,mart_debt_flat,llc_name,STRING,24
finance_dash,mart_debt_flat,service_name,STRING,25
finance_dash,mart_debt_flat,iban,STRING,26
finance_dash,mart_debt_years,complex_name,STRING,1
finance_dash,mart_debt_years,llc_name,STRING,2
finance_dash,mart_debt_years,building_number,STRING,3
finance_dash,mart_debt_years,debt_year,STRING,4
finance_dash,mart_debt_years,debt_amount,NUMERIC,5
finance_dash,mart_payment_rates,space_id,STRING,1
finance_dash,mart_payment_rates,billing_month,DATE,2
finance_dash,mart_payment_rates,complex_name,STRING,3
finance_dash,mart_payment_rates,complex_type,STRING,4
finance_dash,mart_payment_rates,property_kind_ua,STRING,5
finance_dash,mart_payment_rates,building_number,STRING,6
finance_dash,mart_payment_rates,llc_name,STRING,7
finance_dash,mart_payment_rates,service_name,STRING,8
finance_dash,mart_payment_rates,charges,NUMERIC,9
finance_dash,mart_payment_rates,payments,NUMERIC,10
finance_dash,mart_payment_rates,is_natural,INT64,11
finance_dash,mart_payment_rates,payment_if_natural,NUMERIC,12
finance_dash,mart_payment_rates,payment_for_current,NUMERIC,13
finance_dash,mart_payment_rates_cohort,space_id,STRING,1
finance_dash,mart_payment_rates_cohort,billing_month,DATE,2
finance_dash,mart_payment_rates_cohort,payment_month,DATE,3
finance_dash,mart_payment_rates_cohort,complex_name,STRING,4
finance_dash,mart_payment_rates_cohort,complex_type,STRING,5
finance_dash,mart_payment_rates_cohort,property_kind_ua,STRING,6
finance_dash,mart_payment_rates_cohort,building_number,STRING,7
finance_dash,mart_payment_rates_cohort,charges,NUMERIC,8
finance_dash,mart_payment_rates_cohort,payments,NUMERIC,9
finance_dash,mart_payment_rates_cohort,is_natural,INT64,10
finance_dash,mart_payment_rates_cohort,payment_if_natural,NUMERIC,11
finance_dash,mart_payment_rates_cohort,repaid_old_debt_this_month,NUMERIC,12
finance_dash,mart_payments_flat,operation_id,STRING,1
finance_dash,mart_payments_flat,transaction_id,STRING,2
finance_dash,mart_payments_flat,billing_id,STRING,3
finance_dash,mart_payments_flat,payment_date,DATE,4
finance_dash,mart_payments_flat,payment_month,DATE,5
finance_dash,mart_payments_flat,billing_month,DATE,6
finance_dash,mart_payments_flat,payment_amount,FLOAT64,7
finance_dash,mart_payments_flat,commission_amount,NUMERIC,8
finance_dash,mart_payments_flat,payment_provider,STRING,9
finance_dash,mart_payments_flat,transaction_type,STRING,10
finance_dash,mart_payments_flat,bank_payment_reference,STRING,11
finance_dash,mart_payments_flat,complex_name,STRING,12
finance_dash,mart_payments_flat,building_number,STRING,13
finance_dash,mart_payments_flat,property_kind_ua,STRING,14
finance_dash,mart_payments_flat,complex_type,STRING,15
finance_dash,mart_payments_flat,iban,STRING,16
finance_dash,mart_payments_flat,llc_name,STRING,17
finance_dash,mart_payments_flat,service_type_code,INT64,18
finance_dash,mart_payments_flat,service_name,STRING,19
finance_dash,mart_payments_flat,amount_of_charges,NUMERIC,20
finance_dash,mart_payments_rate,report_month,DATE,1
finance_dash,mart_payments_rate,complex_name,STRING,2
finance_dash,mart_payments_rate,complex_type,STRING,3
finance_dash,mart_payments_rate,total_billed_current,NUMERIC,4
finance_dash,mart_payments_rate,total_billed_previous,NUMERIC,5
finance_dash,mart_payments_rate,total_payments_received,FLOAT64,6
finance_dash,mart_payments_rate,natural_payment_rate,FLOAT64,7
postgresql,_sdc_primary_keys,table_name,STRING,1
postgresql,_sdc_primary_keys,column_name,STRING,2
postgresql,_sdc_rejected,table_name,STRING,1
postgresql,_sdc_rejected,record,STRING,2
postgresql,_sdc_rejected,reasons,STRING,3
postgresql,_sdc_rejected,_sdc_rejected_at,TIMESTAMP,4
postgresql,citizen_join_requests,viewed,BOOL,1
postgresql,citizen_join_requests,id,STRING,2
postgresql,citizen_join_requests,space_id,STRING,3
postgresql,citizen_join_requests,_sdc_table_version,INT64,4
postgresql,citizen_join_requests,created_by_id,STRING,5
postgresql,citizen_join_requests,tenant_id,STRING,6
postgresql,citizen_join_requests,_sdc_received_at,TIMESTAMP,7
postgresql,citizen_join_requests,_sdc_sequence,INT64,8
postgresql,citizen_join_requests,_sdc_batched_at,TIMESTAMP,9
postgresql,complexes,id,STRING,1
postgresql,complexes,name,STRING,2
postgresql,complexes,_sdc_table_version,INT64,3
postgresql,complexes,updated_at,TIMESTAMP,4
postgresql,complexes,_sdc_received_at,TIMESTAMP,5
postgresql,complexes,_sdc_sequence,INT64,6
postgresql,complexes,created_at,TIMESTAMP,7
postgresql,complexes,_sdc_batched_at,TIMESTAMP,8
postgresql,complexes,description,STRING,9
postgresql,contact_concierges,section_id,STRING,1
postgresql,contact_concierges,id,STRING,2
postgresql,contact_concierges,tg_channel,STRING,3
postgresql,contact_concierges,_sdc_sequence,INT64,4
postgresql,contact_concierges,_sdc_table_version,INT64,5
postgresql,contact_concierges,_sdc_received_at,TIMESTAMP,6
postgresql,contact_concierges,_sdc_batched_at,TIMESTAMP,7
postgresql,contact_suppliers,id,STRING,1
postgresql,contact_suppliers,name,STRING,2
postgresql,contact_suppliers,_sdc_table_version,INT64,3
postgresql,contact_suppliers,patronymic,STRING,4
postgresql,contact_suppliers,last_name,STRING,5
postgresql,contact_suppliers,_sdc_received_at,TIMESTAMP,6
postgresql,contact_suppliers,_sdc_sequence,INT64,7
postgresql,contact_suppliers,first_name,STRING,8
postgresql,contact_suppliers,active,BOOL,9
postgresql,contact_suppliers,_sdc_batched_at,TIMESTAMP,10
postgresql,contacts,id,STRING,1
postgresql,contacts,_sdc_table_version,INT64,2
postgresql,contacts,updated_at,TIMESTAMP,3
postgresql,contacts,_sdc_received_at,TIMESTAMP,4
postgresql,contacts,kind,STRING,5
postgresql,contacts,_sdc_sequence,INT64,6
postgresql,contacts,phone,STRING,7
postgresql,contacts,created_at,TIMESTAMP,8
postgresql,contacts,_sdc_batched_at,TIMESTAMP,9
postgresql,doctrine_migration_versions,execution_time,INT64,1
postgresql,doctrine_migration_versions,executed_at,TIMESTAMP,2
postgresql,doctrine_migration_versions,version,STRING,3
postgresql,doctrine_migration_versions,_sdc_sequence,INT64,4
postgresql,doctrine_migration_versions,_sdc_table_version,INT64,5
postgresql,doctrine_migration_versions,_sdc_received_at,TIMESTAMP,6
postgresql,doctrine_migration_versions,_sdc_batched_at,TIMESTAMP,7
postgresql,employee_complex,employee_id,STRING,1
postgresql,employee_complex,complex_id,STRING,2
postgresql,employee_complex,_sdc_sequence,INT64,3
postgresql,employee_complex,_sdc_table_version,INT64,4
postgresql,employee_complex,_sdc_received_at,TIMESTAMP,5
postgresql,employee_complex,_sdc_batched_at,TIMESTAMP,6
postgresql,gadget_tokens,user_id,STRING,1
postgresql,gadget_tokens,public_key,STRING,2
postgresql,gadget_tokens,id,STRING,3
postgresql,gadget_tokens,_sdc_table_version,INT64,4
postgresql,gadget_tokens,updated_at,TIMESTAMP,5
postgresql,gadget_tokens,_sdc_received_at,TIMESTAMP,6
postgresql,gadget_tokens,_sdc_sequence,INT64,7
postgresql,gadget_tokens,used_at,TIMESTAMP,8
postgresql,gadget_tokens,created_at,TIMESTAMP,9
postgresql,gadget_tokens,_sdc_batched_at,TIMESTAMP,10
postgresql,gadgets,user_id,STRING,1
postgresql,gadgets,os,STRING,2
postgresql,gadgets,id,STRING,3
postgresql,gadgets,_sdc_table_version,INT64,4
postgresql,gadgets,updated_at,TIMESTAMP,5
postgresql,gadgets,_sdc_received_at,TIMESTAMP,6
postgresql,gadgets,_sdc_sequence,INT64,7
postgresql,gadgets,created_at,TIMESTAMP,8
postgresql,gadgets,_sdc_batched_at,TIMESTAMP,9
postgresql,history_order_updates,after,"STRUCT<status STRING, category STRING, type STRING, description STRING, deadline STRING, space STRING>",1
postgresql,history_order_updates,id,INT64,2
postgresql,history_order_updates,_sdc_table_version,INT64,3
postgresql,history_order_updates,created_by_id,STRING,4
postgresql,history_order_updates,order_id,INT64,5
postgresql,history_order_updates,updated_at,TIMESTAMP,6
postgresql,history_order_updates,_sdc_received_at,TIMESTAMP,7
postgresql,history_order_updates,_sdc_sequence,INT64,8
postgresql,history_order_updates,type,STRING,9
postgresql,history_order_updates,created_at,TIMESTAMP,10
postgresql,history_order_updates,before,"STRUCT<status STRING, category STRING, description STRING, type STRING, deadline STRING, space STRING>",11
postgresql,history_order_updates,_sdc_batched_at,TIMESTAMP,12
postgresql,history_paid_order_updates,after,"STRUCT<description STRING, status STRING, deadline STRING, paymentstatus STRING, space STRING>",1
postgresql,history_paid_order_updates,id,INT64,2
postgresql,history_paid_order_updates,_sdc_table_version,INT64,3
postgresql,history_paid_order_updates,created_by_id,STRING,4
postgresql,history_paid_order_updates,order_id,INT64,5
postgresql,history_paid_order_updates,updated_at,TIMESTAMP,6
postgresql,history_paid_order_updates,_sdc_received_at,TIMESTAMP,7
postgresql,history_paid_order_updates,_sdc_sequence,INT64,8
postgresql,history_paid_order_updates,type,STRING,9
postgresql,history_paid_order_updates,created_at,TIMESTAMP,10
postgresql,history_paid_order_updates,before,"STRUCT<description STRING, status STRING, paymentstatus STRING, deadline STRING, space STRING>",11
postgresql,history_paid_order_updates,_sdc_batched_at,TIMESTAMP,12
postgresql,history_paid_task_updates,after,"STRUCT<status STRING, assignee STRING, responsible STRING, watcher STRING, category STRING, estimatedcompletedate STRING, description STRING>",1
postgresql,history_paid_task_updates,task_id,INT64,2
postgresql,history_paid_task_updates,id,INT64,3
postgresql,history_paid_task_updates,_sdc_table_version,INT64,4
postgresql,history_paid_task_updates,created_by_id,STRING,5
postgresql,history_paid_task_updates,updated_at,TIMESTAMP,6
postgresql,history_paid_task_updates,_sdc_received_at,TIMESTAMP,7
postgresql,history_paid_task_updates,_sdc_sequence,INT64,8
postgresql,history_paid_task_updates,type,STRING,9
postgresql,history_paid_task_updates,created_at,TIMESTAMP,10
postgresql,history_paid_task_updates,before,"STRUCT<status STRING, assignee STRING, responsible STRING, watcher STRING, category STRING, estimatedcompletedate STRING, description STRING>",11
postgresql,history_paid_task_updates,_sdc_batched_at,TIMESTAMP,12
postgresql,history_task_updates,after,"STRUCT<responsible STRING, address STRING, status STRING, assignee STRING, watcher STRING, supplier STRING, category STRING, estimatedcompletedate STRING, description STRING>",1
postgresql,history_task_updates,task_id,INT64,2
postgresql,history_task_updates,id,INT64,3
postgresql,history_task_updates,_sdc_table_version,INT64,4
postgresql,history_task_updates,created_by_id,STRING,5
postgresql,history_task_updates,updated_at,TIMESTAMP,6
postgresql,history_task_updates,_sdc_received_at,TIMESTAMP,7
postgresql,history_task_updates,_sdc_sequence,INT64,8
postgresql,history_task_updates,type,STRING,9
postgresql,history_task_updates,created_at,TIMESTAMP,10
postgresql,history_task_updates,before,"STRUCT<description STRING, estimatedcompletedate STRING, responsible STRING, assignee STRING, category STRING, watcher STRING, status STRING, supplier STRING>",11
postgresql,history_task_updates,_sdc_batched_at,TIMESTAMP,12
postgresql,history_user_updates,user_id,STRING,1
postgresql,history_user_updates,after,"STRUCT<roles STRING, firstname STRING, lastname STRING, patronymic STRING>",2
postgresql,history_user_updates,id,INT64,3
postgresql,history_user_updates,_sdc_table_version,INT64,4
postgresql,history_user_updates,created_by_id,STRING,5
postgresql,history_user_updates,updated_at,TIMESTAMP,6
postgresql,history_user_updates,_sdc_received_at,TIMESTAMP,7
postgresql,history_user_updates,_sdc_sequence,INT64,8
postgresql,history_user_updates,type,STRING,9
postgresql,history_user_updates,created_at,TIMESTAMP,10
postgresql,history_user_updates,before,"STRUCT<roles STRING, firstname STRING, lastname STRING, patronymic STRING>",11
postgresql,history_user_updates,_sdc_batched_at,TIMESTAMP,12
postgresql,houses,id,STRING,1
postgresql,houses,_sdc_table_version,INT64,2
postgresql,houses,updated_at,TIMESTAMP,3
postgresql,houses,number,STRING,4
postgresql,houses,_sdc_received_at,TIMESTAMP,5
postgresql,houses,_sdc_sequence,INT64,6
postgresql,houses,location_id,STRING,7
postgresql,houses,created_at,TIMESTAMP,8
postgresql,houses,_sdc_batched_at,TIMESTAMP,9
postgresql,houses,complex_id,STRING,10
postgresql,locations,city,STRING,1
postgresql,locations,id,STRING,2
postgresql,locations,_sdc_table_version,INT64,3
postgresql,locations,updated_at,TIMESTAMP,4
postgresql,locations,number,STRING,5
postgresql,locations,_sdc_received_at,TIMESTAMP,6
postgresql,locations,_sdc_sequence,INT64,7
postgresql,locations,created_at,TIMESTAMP,8
postgresql,locations,street,STRING,9
postgresql,locations,_sdc_batched_at,TIMESTAMP,10
postgresql,master_buh_information,id,STRING,1
postgresql,master_buh_information,space_id,STRING,2
postgresql,master_buh_information,_sdc_table_version,INT64,3
postgresql,master_buh_information,updated_at,TIMESTAMP,4
postgresql,master_buh_information,_sdc_received_at,TIMESTAMP,5
postgresql,master_buh_information,_sdc_sequence,INT64,6
postgresql,master_buh_information,created_at,TIMESTAMP,7
postgresql,master_buh_information,master_buh_id,STRING,8
postgresql,master_buh_information,_sdc_batched_at,TIMESTAMP,9
postgresql,master_buh_service,master_buh_information_id,STRING,1
postgresql,master_buh_service,service_id,STRING,2
postgresql,master_buh_service,id,STRING,3
postgresql,master_buh_service,name,STRING,4
postgresql,master_buh_service,_sdc_table_version,INT64,5
postgresql,master_buh_service,updated_at,TIMESTAMP,6
postgresql,master_buh_service,_sdc_received_at,TIMESTAMP,7
postgresql,master_buh_service,_sdc_sequence,INT64,8
postgresql,master_buh_service,created_at,TIMESTAMP,9
postgresql,master_buh_service,_sdc_batched_at,TIMESTAMP,10
postgresql,master_buh_service_payment,iban,STRING,1
postgresql,master_buh_service_payment,service_id,STRING,2
postgresql,master_buh_service_payment,id,STRING,3
postgresql,master_buh_service_payment,_sdc_table_version,INT64,4
postgresql,master_buh_service_payment,paid_amount,STRING,5
postgresql,master_buh_service_payment,is_paid,BOOL,6
postgresql,master_buh_service_payment,updated_at,TIMESTAMP,7
postgresql,master_buh_service_payment,_sdc_received_at,TIMESTAMP,8
postgresql,master_buh_service_payment,_sdc_sequence,INT64,9
postgresql,master_buh_service_payment,amount_of_charges,STRING,10
postgresql,master_buh_service_payment,created_at,TIMESTAMP,11
postgresql,master_buh_service_payment,period,STRING,12
postgresql,master_buh_service_payment,_sdc_batched_at,TIMESTAMP,13
postgresql,master_buh_service_payment,okpo,STRING,14
postgresql,master_buh_service_payment,price_to_pay,STRING,15
postgresql,master_buh_service_payment,initial_debt,STRING,16
postgresql,master_buh_synchronization_event,id,STRING,1
postgresql,master_buh_synchronization_event,updated_at,TIMESTAMP,2
postgresql,master_buh_synchronization_event,created_at,TIMESTAMP,3
postgresql,master_buh_synchronization_event,master_buh_id,STRING,4
postgresql,master_buh_synchronization_event,_sdc_sequence,INT64,5
postgresql,master_buh_synchronization_event,_sdc_table_version,INT64,6
postgresql,master_buh_synchronization_event,_sdc_received_at,TIMESTAMP,7
postgresql,master_buh_synchronization_event,_sdc_batched_at,TIMESTAMP,8
postgresql,news_announce,id,STRING,1
postgresql,news_announce,draft,BOOL,2
postgresql,news_announce,name,STRING,3
postgresql,news_announce,_sdc_table_version,INT64,4
postgresql,news_announce,updated_at,TIMESTAMP,5
postgresql,news_announce,_sdc_received_at,TIMESTAMP,6
postgresql,news_announce,_sdc_sequence,INT64,7
postgresql,news_announce,type,STRING,8
postgresql,news_announce,created_at,TIMESTAMP,9
postgresql,news_announce,_sdc_batched_at,TIMESTAMP,10
postgresql,news_announce,gallery_id,STRING,11
postgresql,news_announce,house_space_type,STRING,12
postgresql,news_announce,description,STRING,13
postgresql,news_announce,activated,BOOL,14
postgresql,news_announce,icon,STRING,15
postgresql,news_area,floor,INT64,1
postgresql,news_area,section_id,STRING,2
postgresql,news_area,id,STRING,3
postgresql,news_area,space_id,STRING,4
postgresql,news_area,_sdc_table_version,INT64,5
postgresql,news_area,updated_at,TIMESTAMP,6
postgresql,news_area,announce_id,STRING,7
postgresql,news_area,_sdc_received_at,TIMESTAMP,8
postgresql,news_area,_sdc_sequence,INT64,9
postgresql,news_area,location_id,STRING,10
postgresql,news_area,house_id,STRING,11
postgresql,news_area,created_at,TIMESTAMP,12
postgresql,news_area,_sdc_batched_at,TIMESTAMP,13
postgresql,news_area,complex_id,STRING,14
postgresql,notification_user,user_id,STRING,1
postgresql,notification_user,notification_id,STRING,2
postgresql,notification_user,_sdc_sequence,INT64,3
postgresql,notification_user,_sdc_table_version,INT64,4
postgresql,notification_user,_sdc_received_at,TIMESTAMP,5
postgresql,notification_user,_sdc_batched_at,TIMESTAMP,6
postgresql,notifications,task_id,INT64,1
postgresql,notifications,paid_order_id,INT64,2
postgresql,notifications,task_comment_id,STRING,3
postgresql,notifications,id,STRING,4
postgresql,notifications,_sdc_table_version,INT64,5
postgresql,notifications,order_id,INT64,6
postgresql,notifications,updated_at,TIMESTAMP,7
postgresql,notifications,announce_id,STRING,8
postgresql,notifications,_sdc_received_at,TIMESTAMP,9
postgresql,notifications,_sdc_sequence,INT64,10
postgresql,notifications,type,STRING,11
postgresql,notifications,paid_task_comment_id,STRING,12
postgresql,notifications,created_at,TIMESTAMP,13
postgresql,notifications,recipient_id,STRING,14
postgresql,notifications,payload,"STRUCT<objectcommentauthorlastname STRING, paymentstatus STRING, objectcommentauthorfirstname STRING, objectcategory STRING, objectcomment STRING, objectorderid INT64, spaceid STRING, servicename STRING, objectorderstatus STRING, objectname STRING, transactionreason STRING, objectid STRING, objectid__it INT64, complexname STRING, type STRING, objectcommentauthorpatronymic STRING, objectstatus STRING, objectnameid STRING, objecttaskaddress STRUCT<city STRING, floor INT64, house STRING, street STRING, complex STRING, section STRING, apartment STRING, apartment__it INT64>, isfromtransitionsubscriber BOOL, isfromtransitionsubscriber__st STRING, objecttype STRING, objectcommentauthorid STRING, objecttaskid INT64, price STRING, transition STRUCT<`to` STRING, `from` STRING, name STRING>, transition__st STRING, ispriceset STRING>",15
postgresql,notifications,_sdc_batched_at,TIMESTAMP,16
postgresql,notifications,complex_id,STRING,17
postgresql,notifications,paid_task_id,INT64,18
postgresql,oauth2_access_token,_sdc_table_version,INT64,1
postgresql,oauth2_access_token,identifier,STRING,2
postgresql,oauth2_access_token,revoked,BOOL,3
postgresql,oauth2_access_token,_sdc_received_at,TIMESTAMP,4
postgresql,oauth2_access_token,_sdc_sequence,INT64,5
postgresql,oauth2_access_token,user_identifier,STRING,6
postgresql,oauth2_access_token,expiry,TIMESTAMP,7
postgresql,oauth2_access_token,client,STRING,8
postgresql,oauth2_access_token,_sdc_batched_at,TIMESTAMP,9
postgresql,oauth2_refresh_token,access_token,STRING,1
postgresql,oauth2_refresh_token,identifier,STRING,2
postgresql,oauth2_refresh_token,revoked,BOOL,3
postgresql,oauth2_refresh_token,expiry,TIMESTAMP,4
postgresql,oauth2_refresh_token,_sdc_sequence,INT64,5
postgresql,oauth2_refresh_token,_sdc_table_version,INT64,6
postgresql,oauth2_refresh_token,_sdc_received_at,TIMESTAMP,7
postgresql,oauth2_refresh_token,_sdc_batched_at,TIMESTAMP,8
postgresql,operations,paid_order_id,INT64,1
postgresql,operations,id,STRING,2
postgresql,operations,_sdc_table_version,INT64,3
postgresql,operations,updated_at,TIMESTAMP,4
postgresql,operations,status,STRING,5
postgresql,operations,_sdc_received_at,TIMESTAMP,6
postgresql,operations,_sdc_sequence,INT64,7
postgresql,operations,amount,INT64,8
postgresql,operations,transaction_id,STRING,9
postgresql,operations,created_at,TIMESTAMP,10
postgresql,operations,_sdc_batched_at,TIMESTAMP,11
postgresql,order_prices,paid_order_id,INT64,1
postgresql,order_prices,id,STRING,2
postgresql,order_prices,discount_amount,INT64,3
postgresql,order_prices,_sdc_table_version,INT64,4
postgresql,order_prices,updated_at,TIMESTAMP,5
postgresql,order_prices,_sdc_received_at,TIMESTAMP,6
postgresql,order_prices,_sdc_sequence,INT64,7
postgresql,order_prices,created_at,TIMESTAMP,8
postgresql,order_prices,_sdc_batched_at,TIMESTAMP,9
postgresql,order_prices,payable_price,INT64,10
postgresql,order_prices,total_price,INT64,11
postgresql,order_reviews,id,STRING,1
postgresql,order_reviews,_sdc_table_version,INT64,2
postgresql,order_reviews,order_id,INT64,3
postgresql,order_reviews,updated_at,TIMESTAMP,4
postgresql,order_reviews,_sdc_received_at,TIMESTAMP,5
postgresql,order_reviews,_sdc_sequence,INT64,6
postgresql,order_reviews,created_at,TIMESTAMP,7
postgresql,order_reviews,comment,STRING,8
postgresql,order_reviews,rating,INT64,9
postgresql,order_reviews,_sdc_batched_at,TIMESTAMP,10
postgresql,order_tasks,watcher_id,STRING,1
postgresql,order_tasks,author_id,STRING,2
postgresql,order_tasks,validity,INT64,3
postgresql,order_tasks,id,INT64,4
postgresql,order_tasks,responsible_id,STRING,5
postgresql,order_tasks,_sdc_table_version,INT64,6
postgresql,order_tasks,order_id,INT64,7
postgresql,order_tasks,updated_at,TIMESTAMP,8
postgresql,order_tasks,status,STRING,9
postgresql,order_tasks,assignee_id,STRING,10
postgresql,order_tasks,_sdc_received_at,TIMESTAMP,11
postgresql,order_tasks,supplier_id,STRING,12
postgresql,order_tasks,_sdc_sequence,INT64,13
postgresql,order_tasks,estimated_complete_date,TIMESTAMP,14
postgresql,order_tasks,created_at,TIMESTAMP,15
postgresql,order_tasks,category,STRING,16
postgresql,order_tasks,report,STRING,17
postgresql,order_tasks,_sdc_batched_at,TIMESTAMP,18
postgresql,order_tasks,gallery_id,STRING,19
postgresql,order_tasks,completed_at,TIMESTAMP,20
postgresql,order_tasks,description,STRING,21
postgresql,orders,deadline,TIMESTAMP,1
postgresql,orders,topic_id,STRING,2
postgresql,orders,citizen_id,STRING,3
postgresql,orders,validity,INT64,4
postgresql,orders,id,INT64,5
postgresql,orders,space_id,STRING,6
postgresql,orders,_sdc_table_version,INT64,7
postgresql,orders,created_by_id,STRING,8
postgresql,orders,updated_at,TIMESTAMP,9
postgresql,orders,status,STRING,10
postgresql,orders,_sdc_received_at,TIMESTAMP,11
postgresql,orders,_sdc_sequence,INT64,12
postgresql,orders,cancellation_reason,STRING,13
postgresql,orders,type,STRING,14
postgresql,orders,parent_id,INT64,15
postgresql,orders,created_at,TIMESTAMP,16
postgresql,orders,category,STRING,17
postgresql,orders,_sdc_batched_at,TIMESTAMP,18
postgresql,orders,answer,STRING,19
postgresql,orders,gallery_id,STRING,20
postgresql,orders,completed_at,TIMESTAMP,21
postgresql,orders,description,STRING,22
postgresql,paid_order_name_complex,paid_order_name_id,INT64,1
postgresql,paid_order_name_complex,complex_id,STRING,2
postgresql,paid_order_name_complex,_sdc_sequence,INT64,3
postgresql,paid_order_name_complex,_sdc_table_version,INT64,4
postgresql,paid_order_name_complex,_sdc_received_at,TIMESTAMP,5
postgresql,paid_order_name_complex,_sdc_batched_at,TIMESTAMP,6
postgresql,paid_order_names,id,INT64,1
postgresql,paid_order_names,name,STRING,2
postgresql,paid_order_names,_sdc_table_version,INT64,3
postgresql,paid_order_names,updated_at,TIMESTAMP,4
postgresql,paid_order_names,min_price,NUMERIC,5
postgresql,paid_order_names,estimated_duration,STRING,6
postgresql,paid_order_names,_sdc_received_at,TIMESTAMP,7
postgresql,paid_order_names,_sdc_sequence,INT64,8
postgresql,paid_order_names,created_at,TIMESTAMP,9
postgresql,paid_order_names,_sdc_batched_at,TIMESTAMP,10
postgresql,paid_order_names,description,STRING,11
postgresql,paid_order_names,icon,STRING,12
postgresql,paid_order_reviews,id,STRING,1
postgresql,paid_order_reviews,_sdc_table_version,INT64,2
postgresql,paid_order_reviews,order_id,INT64,3
postgresql,paid_order_reviews,updated_at,TIMESTAMP,4
postgresql,paid_order_reviews,_sdc_received_at,TIMESTAMP,5
postgresql,paid_order_reviews,_sdc_sequence,INT64,6
postgresql,paid_order_reviews,created_at,TIMESTAMP,7
postgresql,paid_order_reviews,comment,STRING,8
postgresql,paid_order_reviews,rating,INT64,9
postgresql,paid_order_reviews,_sdc_batched_at,TIMESTAMP,10
postgresql,paid_order_tasks,watcher_id,STRING,1
postgresql,paid_order_tasks,author_id,STRING,2
postgresql,paid_order_tasks,validity,INT64,3
postgresql,paid_order_tasks,id,INT64,4
postgresql,paid_order_tasks,responsible_id,STRING,5
postgresql,paid_order_tasks,_sdc_table_version,INT64,6
postgresql,paid_order_tasks,order_id,INT64,7
